DrugBank_ID,Ligand_SMILES
D13965,CC(C)C[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@]1(C)CCCCCCCCCCCC[C@](C)(NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(O)=O)C(=O)N1)C12CC3CC(CC(C3)C1)C2)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C(O)=O)C(O)=O)C(N)=O
D13966,Fc1ccc2N(CC3CC3)C(N(C3CCN(CCCn4ccnc4-c4ccccc4)CC3)C(=O)c2c1)c1ccccc1F
D13967,Cc1cc(Oc2ccc(cc2F)-c2ccn3c(CC4CC4)nnc3c2Cl)ccn1
D13968,C[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)NC(C(C)CCCNC(=O)c1c(cccc1-c1c2ccc(O)cc2oc2cc(=O)ccc12)C(=O)ON1C(=O)CCC1=O)C(O)=O
D13969,COc1ccc(cc1)-n1nc2c(NC(=O)c3ccc(N)cc3)nc3ccccc3n2c1=O
D13970,Cn1cncc1C(O)(c1cccnc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1
D13971,Clc1ccc(cc1)C(OCCN1CCN(C\C=C\c2ccccc2)CC1)c1ccc(Cl)cc1
D13972,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)c2cc1OCCN1CCOCC1
D13973,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3C)c2cc1OC
D13974,COc1ccc(cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1
D13975,CCOC(=O)c1ccc(Nc2nc(nc3ccccc23)-c2ccncc2)cc1
D13976,CC(=O)[C@@H]1C[C@H](C(O)=O)[C@@]1(C)CC\C=C(/C)C(O)=O
D13977,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1ccnc(N)c1
D13978,OC(=O)c1cc(cc(NS(=O)(=O)c2cc(Br)cc(Cl)c2O)c1O)C1(CCCCC1)C#N
D13979,CCN(C(=O)c1cccc(c1)C(F)(F)F)c1ccc(cc1)C(=O)NO
D13980,COc1cc(O)c2c3c1c1c(OC)cc(O)c4c1c1c([C@@H](C(C)=O)[C@@](C)(O)Cc(c(OC)c2=O)c31)c(OC)c4=O
D13981,OC[C@H]1O[C@@H]([C@@H](O)[C@@H](O)[C@@H]1O)n1cc(nn1)-c1ccc(OCCCCCCC(O)=O)cc1
D13982,Cc1cc(Br)c(CNc2ncc(C(=O)NCCCN3CCOC3=O)c(NC3CCCCC3)n2)cc1Br
D13983,CN1CCN(CC1)c1ccc(Nc2nc(N)c(s2)C(=O)c2c(Cl)cccc2Cl)cn1
D13984,C(Oc1ccc(CN2CCCCC2)cc1)c1ccc(CN2CCCCC2)cc1
D13985,CC(=O)Nc1ccc(cc1)C(=O)Nc1cc(ccc1N)-c1cccs1
D13986,C[C@H]1CN(CC2CCC2)CCN1c1cc(NC(=O)Cn2cc(-c3cc(C(N)=O)c(O)c(F)c3F)c3c2ncn(C)c3=O)c(Cl)cn1
D13987,Cn1cnc2n(CC(=O)Nc3ccc(cc3Cl)[N+]([O-])=O)cc(-c3cc(Cl)c(O)c(c3)C(N)=O)c2c1=O
D13988,CCCN1CCN([C@@H](C)C1)c1cc(NC(=O)Cn2cc(-c3cc(C(N)=O)c(O)c(F)c3F)c3c2ncn(C)c3=O)c(Cl)cn1
D13989,CC(C)(C)c1cc(NC(=O)Nc2ccc(cc2)C(=O)Nc2ccncc2)no1
D13990,C[C@@H]1COC[C@@H](C)N1c1cc(NC(=O)Cn2cc(-c3cc(Cl)c(O)c(c3)C(N)=O)c3c2ncn(C)c3=O)c(Cl)cn1
D13991,CN1CC2CCC(C1)N2c1cc(NC(=O)Cn2cc(-c3cc(C(N)=O)c(O)c(F)c3F)c3c2nc2CCCn2c3=O)c(Cl)cn1
D13992,[O-]S(=O)(=O)O[C@@H]1C=C[C@@H]([C@@H](OS([O-])(=O)=O)[C@@H]1OS([O-])(=O)=O)N(CCCCCCN([C@H]1C=C[C@@H](OS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@@H]1OS([O-])(=O)=O)[C@H]1C=C[C@@H](OS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@@H]1OS([O-])(=O)=O)[C@H]1C=C[C@@H](OS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@@H]1OS([O-])(=O)=O
D13993,OC(=O)c1ccc(Nc2nccc(Nc3ccccc3)n2)cc1
D13994,COc1nc2ccc(cc2c(Cl)c1CCC1CCN(CC1)C(C)=O)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F
D13995,OCC1O[C@H](Sc2cnc(C#N)c(Cl)c2)C(O)[C@H]([C@H]1O)n1cc(nn1)-c1cc(F)c(F)c(F)c1
D13996,CCn1nc(C(=O)NC[C@@]2(CO)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)C(F)(F)F)cc1OC
D13997,Cn1nc(C(=O)NC[C@]2(O)CC[C@H](C[C@H]2O)S(C)(=O)=O)c(Cl)c1-c1ccc(CCCC(F)(F)F)cc1OC(F)F
D13998,CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(OCC(C)(F)F)cc1OC
D13999,CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1cnc(N[C@@H](C)CC(F)(F)F)cc1OC(F)F
D14000,CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1cnc(N[C@@H](CC(F)(F)F)C2CC2)cc1OC(F)F
D14001,C[C@H]1CN(C[C@@H](C)N1C)c1ccc(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1c(F)ccc(C#N)c1F
D14002,OCC1O[C@H](Sc2cnc(C#N)c(Cl)c2)[C@@H](O)C([C@H]1O)n1cc(nn1)-c1cc(F)c(F)c(F)c1
D14003,CNC(=O)c1ccc2n(c(nc2c1)-c1ccccc1CO)-c1ccc2NC(=O)CCc2c1
D14004,COC1[C@H](OC(CO)[C@H](O)[C@@H]1n1cc(nn1)-c1ccc(C)c(F)n1)Sc1cncc(Cl)c1
D14005,Cc1n[nH]c(C)c1-c1cccc2scnc12
D14006,Cc1n[nH]c(C)c1-c1ccnc2scnc12
D14007,Cn1cnc2n(CC(=O)Nc3cc(ncc3Cl)N3CC4CCC3C4)cc(-c3cc(Cl)c(O)c(c3)C(N)=O)c2c1=O
D14008,CNC(=O)c1ccc2n(c(nc2c1)-c1ccnc2ccccc12)-c1ccc2[nH]c(=O)[nH]c2c1
D14009,CNC(=O)c1cccc2N(CCCc12)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
D14010,O=C(N[C@H]1CCC(=O)NC1=O)[C@@H]1CCCc2ccccc12
D14011,OC(=O)CCC\C=C/CC1C2CCC(O2)C1C=NNC(=O)Nc1ccccc1
D14012,C=CCC(COc1ccc(cc1)-c1nc2ccccc2n1Cc1ccccc1)n1c(nc2ccccc12)-c1ccccc1
D14013,Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4C[C@@H](C[C@H]4CO)SC(C)(C)C)cc3)nn3cccc23)n[nH]1
D14014,CN(C)c1ccc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)cc1
D14015,CC(C)(C)NCC(O)c1cc(Cl)c(O)c(Cl)c1
D14016,CC(=C)[C@H]1CN[C@@H]([C@H]1CC(O)=O)C(O)=O
D14017,Oc1cc(ccc1Cl)-c1[nH]cnc1-c1ccncc1
D14018,Fc1ccc(cc1)-n1cccc(C(=O)Nc2ccc(Oc3ncnc4nc[nH]c34)c(F)c2)c1=O
D14019,CN(C(=O)c1cc2c(Cc3cccc(C)c3)n[nH]c2cc1O)c1ccc2OCCOc2c1
D14020,CN(C(=O)c1cc2c(Cc3cccc(C)c3)n[nH]c2cc1O)c1ccc(C)cc1
D14021,Cc1nc2ccc(c(C)c2c(=O)[nH]1)-c1ccnc2ccccc12
D14022,CCCCCCCCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@H]1c2ccc(O)c(c2)-c2cc(C[C@H](NC(=O)[C@H](C)NC1=O)C(O)=O)ccc2O
D14023,CCCC[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSSC[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C1=O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(C)=O)C(C)C
D14024,CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO[C@@]3(C[C@H](O)[C@@H](NC(C)=O)[C@@H](O3)[C@H](O)[C@H](O)CO)C(O)=O)[C@H](O)[C@H](O[C@@]3(C[C@H](O)[C@@H](NC(C)=O)[C@@H](O3)[C@H](O)[C@H](O)CO)C(O)=O)[C@H]2O)[C@@H](CO)O[C@H]1OCCCCCCN=[N+]=[N-]
D14025,CN1CCN(Cc2ccc(Nc3nc(N)c(s3)C(=O)c3c(Cl)cccc3Cl)cc2)CC1
D14026,C[C@@H](O)[C@@H]1NC(=O)[C@H](CSCC(=O)CSC[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(N)=N)NC1=O)C(O)=O)NC(=O)CN
D14027,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CSCC(=O)CSC[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC1=O)C(=O)N[C@@H](CO)C(O)=O)NC(=O)[C@@H]1CCCN1
D14028,CN(C)c1ccc(\C=C\C2=CC(\C=C\c3ccc(cc3)N(C)C)=[O+][B-](F)(F)O2)cc1
D14029,OCc1ccc(cc1)-c1ccc(\C=C2/Cc3ccccc3C2=O)s1
D14030,CCCCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(O)=O)NC(=O)COCCOCCNC(=O)c1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc12)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(O)=O)C(N)=O
D14031,Cc1nc2cc(Cl)c(NC(=O)Cn3cc(-c4cc(F)c(O)c(c4)C(N)=O)c4c3ncn(C)c4=O)cc2s1
D14032,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1cn(C)c(=O)cc1C(F)F)-c1ccc2ncn(C)c2c1
D14033,NC(=O)c1c(N)n(-c2ccc(NC(=O)Nc3cccc(c3)C(F)(F)F)cc2)c2nc3ccccc3nc12
D14034,CN(C)CC1COCCN1c1cc(NC(=O)Cn2cc(-c3cc(Cl)c(O)c(c3)C(N)=O)c3c2ncn(C)c3=O)c(Cl)cn1
D14035,C[C@H]1CN(CCN1c1cc(NC(=O)Cn2cc(-c3cc(Cl)c(O)c(c3)C(N)=O)c3c2nc(n(C)c3=O)C(F)(F)F)c(Cl)cn1)C1COC1
D14036,COC1(CCS(=O)(=O)CC1)c1cc2c(N[C@H](C)c3cccc(C(F)F)c3F)ncnc2n(C)c1=O
D14037,C[C@H]1CN(C)CCN1c1cc(NC(=O)Cn2cc(-c3cc(Cl)c(O)c(c3)C(N)=O)c3c2nc([nH]c3=O)-c2ccccc2)c(Cl)cn1
D14038,OCc1ccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc3ccccc3)N(Cc3ccc(CO)cc3)S2(=O)=O)cc1
D14039,CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)c1cnc(s1)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
D14040,CCOC(=O)\C=C1/CC(C)(C)CC(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1
D14041,COC(=O)c1ccccc1OCC(O)CNC(C)(C)CO
D14042,CC(C)(C)CCCCOCCCc1cnc[nH]1
D14043,Clc1ccc(cc1)-c1ccc(cc1)C(=O)NCC(c1ccccc1)n1ccnc1
D14044,OC(=O)c1ccc(Nc2nccc(Nc3ccccc3OC(F)(F)F)n2)cc1
D14045,CCC[C@@H](CC[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(C)C)NC(=O)OCc1cncs1
D14046,COc1ccc(cc1)[C@H](C)NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1cc(C)oc1C
D14047,CC1N(C2CCN(Cc3ccco3)CC2)C(=O)c2c1cccc2C(N)=O
D14048,CC1N(C2CCN(CC3CCC=CC3)CC2)C(=O)c2c1cccc2C(N)=O
D14049,CC1N(C(=O)c2c1cccc2C(N)=O)c1ccc(cc1)N1CCOCC1
D14050,COC[C@H]1CC[C@H](CC1)N1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O
D14051,NC(=O)c1cccc2CN(C3CCN(Cc4ccc(F)cc4)CC3)C(=O)c12
D14052,Cc1ccccc1CN1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O
D14053,CC(C)n1cc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)c2ccccc12
D14054,CN1CCC(CC1)n1[nH]c2cccc(C(N)=O)c2c1=O
D14055,Cc1ccc(CC(=O)c2c(O)c(O)cc3c(O)c(c(C)cc23)-c2c(C)cc3c(C(=O)Cc4ccc(C)cc4)c(O)c(O)cc3c2O)cc1
D14056,OC(=O)c1ccc(Nc2nccc(Nc3ccc(F)cc3OC(F)(F)F)n2)cc1
D14057,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(F)cc1)C(O)(c1cccnc1)c1cccc(Cl)c1
D14058,NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1ccc(cc1)N1CCOCC1
D14059,NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1ccc(cc1)N1CCCC1
D14060,CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(cc1OC)N1CC(C1)C(F)(F)F
D14061,C[C@H]1CCCN1C(=O)c1nc(sc1-c1cnc(NC2CCCC2)cc1C(F)F)C(=O)NCC1(O)CC1
D14062,CC[C@H](Nc1cc(C(F)F)c(cn1)-c1sc(nc1C(=O)N1CCC[C@@H]1C)C(=O)N1CCOCC1)C(F)(F)F
D14063,CCn1nc(C(=O)NC[C@@]2(O)CC[C@H](C)C[C@@H]2O)c(Cl)c1-c1cnc(CC(C)(C)C(F)F)cc1OC(F)F
D14064,CCn1nc(C(=O)NC[C@]2(O)CC[C@@H](C)C[C@H]2O)c(Cl)c1-c1cnc(CC(C)(C)C(F)F)cc1OC(F)F
D14065,CNC(=O)c1ccc2n(c(nc2c1)-c1cc(nc2ccccc12)-c1cncn1C)-c1ccc2NC(=O)CCc2c1
D14066,NC(=O)c1cccc2CN(C3CCN(Cc4ccccn4)CC3)C(=O)c12
D14067,CCOC(=O)CCNCC(O)COc1cccc2ccccc12
D14068,CCOC(=O)CCNCC(O)COc1cccc(Cl)c1
D14069,CCOC(=O)CCNCC(O)COc1ccccc1Cl
D14070,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(O)=O)c2cc(ccc2n1)-c1cccc(c1)C(F)(F)F
D14071,Cc1ccc2c(-c3ccc(Cl)cc3)c([C@H](OC(C)(C)C)C(O)=O)c(C)nc2c1
D14072,Cc1nc(c(C)c(-c2ccc3OCCCc3c2)c1[C@H](OC(C)(C)C)C(O)=O)-c1ccccc1
D14073,Cc1ccc(cc1C)-c1nc(C)c([C@H](OC(C)(C)C)C(O)=O)c(c1C)-c1ccc(Cl)cc1
D14074,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
D14075,C[C@@]1(Cc2ccc(Br)cc2)C(=O)N(c2ncc(n12)S(=O)(=O)CCO)c1cc(Cl)cc(Cl)c1
D14076,CC1(Cc2ccc(Br)cc2)C(=O)N(c2nncn12)c1cc(Cl)cc(Cl)c1
D14077,CN1CCN(CC1)c1ccc(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1ccc(N)cc1
D14078,CN1CCN(CC1)c1ccc(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)[N+]([O-])=O
D14079,CN1CCN(CC1)c1ccc(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1ccc2OCCc2c1
D14080,CC(C)NCC(O)C(C)Oc1ccc2ccccc2c1
D14081,CN(CC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O)C(=O)[C@@H]1CSSC[C@@H](N)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1
D14082,Fc1ccc(cc1)C(CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc(F)cc1
D14083,ONC(=O)CCCCCCC(=O)Nc1ccccc1
D14084,Cc1ccc2OCCCCOc3cccc(Sc4cc(nc(N)n4)-c1c2)c3
D14085,CN(C)C[C@H]([C@@H](O)C(C)(C)C)c1ccccc1
D14086,COc1ccc(CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc2ccc(OP(O)(O)=O)cc2)NC(=O)Cc2cccc3ccccc23)cc1
D14087,CCc1c(CCO)sc[n+]1Cc1ccc(C)nc1N
D14088,Cc1cc2cc(NS(=O)(=O)c3ccc(cc3)C#N)ccc2n(C)c1=O
D14089,C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)C(=O)NCC(C)(C)O)c(c1)C(F)F)C(F)(F)F
D14090,CCc1c(C)c2cc3[nH]c(cc4[nH]c(c(CCC(=O)NCCCCCCNC(=O)c5cc6ccccc6c(n5)-c5ccccc5I)c4C)c4cc(O)c5c(C)c(cc1[nH]2)[nH]c45)c(C)c3C=C
D14091,CCc1nnc(SCC(=O)N(C)c2ccccc2)c2cc3sccc3n12
D14092,Cc1ccc(Cc2cc(C(=O)N3Cc4ccccc4C3)c(O)cc2O)cc1
D14093,FC(F)(F)c1ccc(nc1)N1CCN(CC1)C(=O)c1csc(Nc2ncccn2)n1
D14094,CNC(=O)c1ccccc1Nc1c(cnc2[nH]c(cc12)-c1ccc(F)cc1)C#N
D14095,CCOc1ccccc1-c1ccc(cc1)-c1nc2ccc(F)cc2c(N[C@H](C)C(O)=O)c1C#N
D14096,ON(CCC(c1ccc(Cl)c(Cl)c1)P(O)(O)=O)C(=O)c1ccccc1Cn1cncn1
D14097,ON(CCCP(O)(O)=O)C=O
D14098,CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O
D14099,Fc1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1
D14100,COc1cc2ncnc(Nc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)c2cc1OC
D14101,COc1cc2nc(nc(NC3CCN(C)CC3)c2cc1OC)N1CCOCC1
D14102,CNC(=O)c1ccc2cc(ccc2c1)[C@@]1(O)CCn2cncc12
D14103,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1C\C(=C/c2ccncc2)C(=O)\C(C1)=C\c1ccncc1
D14104,COc1ccc(\C=C\c2ccccc2NC(=O)c2ccccc2)cc1
D14105,FC(F)(F)c1cc(Cl)cc(N[C@H](C2CC2)C(=O)N[C@@H]2CCCN(C2)c2ncnc3[nH]ccc23)c1
D14106,CC(=O)Nc1ccc(cc1)S(=O)(=O)N(CC(O)=O)c1ccc(N(CC(O)=O)S(=O)(=O)c2ccc(NC(C)=O)cc2)c2ccccc12
D14107,COc1ccc(cc1)S(=O)(=O)N(Cc1nnn[nH]1)c1ccc(N(Cc2nnn[nH]2)S(=O)(=O)c2ccc(OC)cc2)c2ccccc12
D14108,CCCCCCCCCCN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1
D14109,CN(C)c1ccc2nc(\C=C\C=C\C=C(C#N)C#N)sc2c1
D14110,CCN(CC)c1ccc(cc1[N+]([O-])=O)C1=NNC(=O)C[C@H]1C
D14111,C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@@H](NC(=O)[C@H](N)Cc2ccc(O)cc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(N)=O
D14112,Cn1cnc2n(CC(=O)Nc3cc(ncc3Cl)N3CC4(C3)CCOC4)cc(-c3cc(Cl)c(O)c(c3)C(N)=O)c2c1=O
D14113,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1cccc(c1)C(F)(F)F)-c1cnc(nc1)N1CCOCC1
D14114,CN1CC2(C1)CCN(C2)c1cc(NC(=O)Cn2cc(-c3cc(F)c(O)c(c3)C(N)=O)c3c2ncn(C)c3=O)c(Cl)cn1
D14115,[O-]S(=O)(=O)O[C@@H]1C=C[C@@H]([C@@H](OS([O-])(=O)=O)[C@@H]1OS([O-])(=O)=O)N(CCCCCCCCN([C@H]1C=C[C@@H](OS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@@H]1OS([O-])(=O)=O)[C@H]1C=C[C@@H](OS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@@H]1OS([O-])(=O)=O)[C@H]1C=C[C@@H](OS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@@H]1OS([O-])(=O)=O
D14116,CC1CCCN(C1)C(=O)Cn1nc(cc(-c2ccc3OCOc3c2)c1=O)-c1ccccc1
D14117,CN1CCOC2CN(CC12)c1cc(NC(=O)Cn2cc(-c3cc(C(N)=O)c(O)c(F)c3F)c3c2ncn(C)c3=O)c(Cl)cn1
D14118,COc1cc(ccc1F)C(=O)Nc1cc(c(F)cc1N1C[C@H](C)N(C)[C@H](C)C1)-c1cnc(nc1)N1CCOCC1
D14119,O=C1C(Cc2c[nH]c3ccccc23)NCCC11CCN(CC1)c1nccc(n1)-n1cccn1
D14120,CCOc1nc2ccc(cc2c(Cl)c1Oc1ccccc1)C(O)(c1cncn1C)c1ccc(Cl)cc1
D14121,OCC1O[C@H](Sc2cc(Cl)cc(c2)C#N)C(O)[C@H]([C@H]1O)n1cc(nn1)-c1cc(F)c(F)c(F)c1
D14122,OCC1O[C@H](C(O)[C@H]([C@H]1O)n1cc(nn1)-c1cc(F)c(F)c(F)c1)S(=O)c1cncc(Cl)c1
D14123,Cn1nc(C(=O)NC[C@@]2(O)CC[C@@H](C[C@@H]2O)S(C)(=O)=O)c(Cl)c1-c1ccc(CCCC(F)(F)F)cc1OC(F)F
D14124,Cc1c(F)c(NC2CCCCC2)ncc1-c1sc(nc1C(=O)N1CCC(F)CC1)C(=O)NCC(C)(C)O
D14125,OCC1O[C@H](Sc2cc(Cl)cc(c2)C#N)[C@@H](O)C([C@H]1O)n1cc(nn1)-c1cc(F)c(F)c(F)c1
D14126,OCC1O[C@H]([C@@H](O)C([C@H]1O)n1cc(nn1)-c1cc(F)c(F)c(F)c1)S(=O)c1cncc(Cl)c1
D14127,CC(=O)N1CCC(CC1)NC(=O)c1ccc2NC(=O)CCc2c1
D14128,CC(=O)N1CCc2cc(ccc12)C(=O)N1CCC2(C1)CCC(=O)NC2=O
D14129,O=c1[nH]c2ccc(CCCc3ccccc3)nc2[nH]1
D14130,OC(=O)CCC\C=C\CC1C2CCC(O2)C1CNC(=O)CNC(=O)CSc1ccccc1
D14131,N[C@H]1CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2ccc(cc2)[N+]([O-])=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O
D14132,CC(C)C[C@@H]1NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)NCCC[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O)C(N)=O)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1ccc(F)cc1)NC(=O)[C@H](N)Cc1ccc2ccccc2c1
D14133,[Na+].[Na+].[Na+].CC(=O)N[C@H]1[C@@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNc2cccc(NC(=O)CCCCC3CCSS3)c2)O[C@H](CO)[C@H](OS([O-])(=O)=O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](OS([O-])(=O)=O)[C@H]1O)C([O-])=O
D14134,[Na+].[Na+].[Na+].CC(=O)N[C@H]1[C@@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNc2cccc(NC(=O)CCCCC3CCSS3)c2)O[C@H](CO)[C@H](OS([O-])(=O)=O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1OS([O-])(=O)=O)C([O-])=O
D14135,[O-][N+](=O)c1ccc(CCN(CCF)CCOc2ccc(cc2)[N+]([O-])=O)cc1
D14136,COCCOc1cc2c(ncnc2cc1OC)-n1nc(nc1N)-c1ccccn1
D14137,NC(CO)C(=O)[C@@H]([NH3+])C(=O)NCCOCCOCCNC(=O)c1ccc(cc1)S(N)(=O)=O
D14138,Fc1cc(Cl)ccc1COc1ccc(Cl)cc1Cc1cccc(n1)C(=O)NS(=O)(=O)c1ccc(Cl)cc1
D14139,CC(C)C[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@]1(C)CCCCCCCCCCCC[C@](C)(NC(=O)CNC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(=O)N1)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(O)=O
D14140,CC(C)(CSc1nc(N)nc(n1)-c1c(Cl)cc2COCc3cccc1c23)C(N)=O
D14141,COc1ccc(cc1OC)-c1snc2cc(cnc12)-c1ccc(OC)c(OC)c1
D14142,Cc1ccsc1C(=CCCN1CCC[C@H](C1)C(O)=O)c1sccc1C
